Text,Topic
"Euro nis sërish pikiatën në raport me Lekun",eco
"Financimet nga buxheti, rritja më e madhe  për Vorën dhe Tiranën, ja bashkitë e varfra",eco
"Luhaten sërish monedhat e huaja/ Këmbimi valutor 14 nëntor 2023",eco
"“Ngrijnë” monedhat e huaja/ Kursi i këmbimit, 13 nëntor 2023",eco
"Mungesa e punonjësve po fut në “kurth” ekonominë",eco
"Ka punë, por s‘ka profesionistë?! Kërkohen… “kamerierë”",eco
"Monedhat e huaja nuk dalin nga kriza/ Kursi i këmbimit, 12 nëntor 2023",eco
"Denaj: Të realizojmë bashkimin e operatorëve për të dalë në tregjet ndërkombëtare",eco
"Projektbuxheti/ Ja kategoritë do të përfitojnë rritje pagash vitin e ardhshëm",eco
"Energjia, mes kapriçove të motit dhe importit",eco
"“Viktimat” më të mëdha të inflacionit, pensioni zbret në 25% të pagës mesatare mujore",eco
"Skema e pensioneve në rrezik, tri çështje kryesore që kërkojnë zgjidhje",eco
"Shqipëria, e fundit në rajon për pagesat digjitale/ Flasin ekspertët e ekonomisë",eco
"Leku vijon “të fundosë” euron, një tjetër javë “zhgënjyese” për monedhën europiane",eco
"Një tjetër kategori përfiton rritje page në administratë, hyn në fuqi dhe ligji i ri",eco
"Euro në kuotën e 104 lekëve/ Kursi i këmbimit, 10 nëntor 2023",eco
"Të dhënat e Bankës Botërore/ Pagesat digjitale, Shqipëria më e prapambetura e rajonit",eco
"Paralajmëron Banka e Shqipërisë: Rreziqet e inflacionit janë në rritje",eco
"Portofoli i kredisë në lekë u rrit 10% në muajin shtator",eco
"Pensionet/ Shifra që do të marrin të moshuarit si bonus në fundvit",eco
"Shqipëria, më rezistente për të përballuar krizat",eco
"Kostot e mëdha të pirjes së duhanit",eco
"Reforma e pensioneve do rishikohet, synohet rritja e përfitimeve për ata që marrin më pak",eco
"Nga kujdesi shëndetësor, ushqimet dhe qiratë/ Inflacioni bie, çmimet mbeten të shtrenjta",eco
"Sezoni turistik mbaroi, por euro vijon rënien në kursin e këmbimit me lekun",eco
"Mete: Koha të ndryshojmë rregullat e tregtisë tradicionale, nëpërmjet digjitalizimit",eco
"5 tendencat më të mëdha të inteligjencës artificiale për vitin 2024",eco
"Familjet shqiptare, të ardhurat më të ulëta në Europë",eco
"Jetojnë me 1.85 euro në ditë, familjet hynë në kredi për blerjen e ushqimeve",eco
"Vakaj: Forcimi i lekut vazhdon, faktor ndikues fluksi i lartë i vizitorëve",eco
"Euro merr tatëpjetën/ Nis javën me rënie, zbret në 104 lekë",eco
"Ndërtuesit presin rënie të porosive dhe ulje të çmimeve të apartamenteve",eco
"Bota në luftë/ Shqipëria “hap” thesin për blerje armatimesh, 48.3 mld lekë në 2024",eco
"Dalja e Shqipërisë nga Lista Gri shton investimet e huaja",eco
"Shtëpitë po jepen me ditë për turistët, shtrenjtohen me 35% qiratë mujore",eco
"“Tërmet” në tregun valutor, bien euro dhe dollari",eco
"DPSHTRR: Kemi rekord të uljes së ndotjes nga makinat",eco
"Bota tani ka më shumë frikë nga inflacioni sesa nga Covid",eco
"Mashtrimi i mirë që të bën të besosh se inflacioni është më i lartë se sa është",eco
"Shqiptarët paguan 100 milionë euro për të siguruar makinat gjatë vitit 2023",eco
"Bie dollari dhe franga zviceriane, ngrin euro/ Kursi i këmbimit, 4 nëntor 2023",eco
"Buka pritet të rritet/ Nga 15 nëntori të deklarohet sasia dhe përmbajtja",eco
"Mishi ndër 20 mallrat më të importuara në 7-mujorin 2023",eco
"Projektbuxheti 2024/ Bashkitë marrin 360 mln euro transfertë, ja si do të ndahen",eco
"Qeveria ‘hap thesin’/Më shumë para për pensionistët dhe ata me ndihmë ekonomike në 2024",eco
"Kursi i këmbimit Euro-Lek prek nivelin më të ulët që prej mesit të muajit gusht",eco
"Ndëshkim kush nuk lëshon faturë/ Paketa Fiskale 2024, 50 mijë lekë gjobë për kuponin",eco
"Paralajmëron eksperti i njohur: Çmimi i bukës do rritet 30-40 lekë",eco
"Buxheti 2024, shkurtohen me 9% fondet e bujqësisë, më pak financime për fermerët",eco
"Euro thellon rënien/ Kursi i këmbimit, 2 nëntor 2023",eco
"Banka e Shqipërisë rrit normën bazë të interesit në 3.25 përqind",eco
"Rritje pagash/ Ja kategoritë që do përfitojnë në vitin 2024 (Buxheti)",eco
"Si do të duket situata e energjisë në vitin 2030?",eco
"Shqipëria në vendnumëro kundër informalitetit në punësim",eco
"Rënia e Euros ka sjell shtrenjtim të paketave turistike/Prenotimet rriten me 35% për 2024",eco
"Rregullat e reja: Nga sot ata që japin apartamente me qira duhet të deklarojnë NIPT-in",eco
"Rrezikohej rritja e çmimit të karburanteve/ Financat rishikojnë indeksimin e akcizës",eco
"Monedhat e huaja nuk dalin nga “gremina”/ Kursi i këmbimit, 1 nëntor 2023",eco
"Do të ketë sërish rritje çmimesh/ Qiratë në Tiranë: Hyrja 1+1 minimalisht 300€",eco
"Rishikimi i buxhetit vjetor/ Nga rindërtimi deri tek bujqësia, ja kush përfiton më shumë",eco
"Shpenzimet e të arsimuarve më të ulëta se familjet me shkollim mesatar",eco
"Nuk është Tirana! Këto janë dy qytetet në Shqipëri ku familjet shpenzojnë më shumë",eco
"Shqipëria del nga lista “gri”, por pastrimi i parave mbetet shqetësim në ekonomi",eco
"Investimet e huaja kanë ulur cilësinë e punësimit gjatë periudhës 2016-2021",eco
"Kryefamiljarët me arsim të lartë në vështirësi, si i ulën shpenzimet vitin e fundit",eco
"Përkeqësohet buxheti i bashkive, të ardhurat ulen me -3.5%, shpenzimet rriten me 19%",eco
"Depozitat iu kthyen rënies në shtator, Euro ngelet dominuese",eco
"Pse quhet “të qenit i thyer”? Nga vjen kjo shprehje?",eco
"Emigrimi, konsumi në familjet e qarqeve të Veriut pësoi rënie me rreth 10% më 2014-2022",eco
"Pse dolëm nga Lista Gri e pastrimit të parave?",eco
"A po shkojmë drejt një leku digjital?",eco
"Si u krijua në 2021-2022 inflacioni nga fitimet në Shqipëri, në Rajon nga pagat",eco
"“Ngrijnë” monedhat e huaja/ Kursi i këmbimit, 30 tetor 2023",eco
"Turizmi po “kris” mbretërimin e parasë cash?",eco
"Monedhat e huaja nuk dalin nga “humnera”/ Me sa shiten e blihen euro dhe dollari sot?",eco
"Projektbuxheti 2024/ Paga mesatare 900 euro brenda vitit të ardhshëm",eco
"Monedhat e huaja në rënie/ Kursi i këmbimit, 28 Tetor 2023",eco
"Shqipëria del nga lista gri/ Ja ku duhet treguar kujdes për të qëndruar në këtë nivel",eco
"Miratohet projekt-buxhetin për vitin 2024/ Ministri Mete: Mbështesim rritjen e pagave",eco
"LISTA / Profesionet që do të tatohen nga 13-23 përqind prej 1 janarit",eco
"Shqipëria del nga lista gri e pastrimit të parave, Sejko: Pozitive për ekonominë",eco
"Nga 1 Nëntori, ata që japin apartamente me qira duhet të deklarojnë NIPT-in",eco
"Qeveria miraton projektligjin “Për llogarinë bazike të pagesës”, kategoritë që përfitojnë",eco
"Banka Qendrore Evropiane mban të pandryshuar normën bazë të interesit",eco
"Çmimet europiane të gazit rriten pasi Izraeli konfirmoi planin për sulm tokësor",eco
"Efektet e luftës Izrael-Palestinë/ Kërkesa për naftë do të arrijë kulmin në 2030",eco
"Rritje rekord, 23 mijë pensionistë më shumë në një vit, por shpenzimet nën kontroll",eco
"Ryanair, operatori i fluturimeve me kosto të ulëta hyn në Shqipëri, biletat nga 15 euro",eco
"Çfarë taksash do të ndryshojnë në 2024-ën",eco
"Kërkesa për naftë e gaz do të arrijë kulmin deri në vitin 2030",eco
"Koha që monedhat dixhitale të Bankës Qendrore të provojnë vlerën e tyre",eco
"Rritet fuqishëm vlera e Bitcoin",eco
"Rishikimi i buxhetit/ Shtohen mbi 82 mln euro për transportin rrugor",eco
"Lajm i mirë për pensionistët e viteve 90/ Ja si mund të fitojnë vitet e punës",eco
"Tarifat e reja të ujit/ ERRU rrëzon aplikimet për rritje të çmimit në 3 qarqe të vendit",eco
"Raporti i BSH, ja pasojat e konkurencës mes bankave",eco
"Shifra alarmante/ Bie numri i bebeve, ja sa shkon numri i aborteve",eco
"Raporti i KLSH/ Sistemi i tatimeve në situatë kritike, ja çfarë rrezikohet",eco
"Ja sa para kanë shpenzuar shqiptarët në 8 muaj për sigurimin e udhëtimeve jashtë vendit",eco
"Një rritje ekonomike pa rritje për 2024,  nëse nuk bazohet te gjithpërfshirja",eco
"Hetimet e SPAK “trembin” blerësit informalë të pronave, përbëjnë rreth 40% të tregut",eco
"Çmimet dhe interesat e larta ulin kërkesën për blerje apartamentesh",eco
"Monedhat e huaja nuk dalin nga kriza/ Kursi i këmbimit, 22 tetor 2023",eco
"As euro, e as dollari… e dini cila është monedha më e suksesshme në botë?",eco
"Censi i popullsisë dhe banesave, bazë për regjistrimin e ardhshëm të bujqësisë",eco
"Euro shënon sërish rënie, ja çfarë po ndodh me monedhat e tjera",eco
"Rritet kërkesa për kredi! Bizneset marrin hua për investime, qytetarët për shtëpi",eco
"Barcelona vjen në Tiranë/ Miratohet kulla te “Blloku”, një tjetër te rruga “Dritan Hoxha”",eco
"Si kanë ndryshuar çmimet e 34 produkteve të shportës në një vit",eco
"Euro “ngrin”, paundi thellon rënien/ Kursi i këmbimit, 20 tetor 2023",eco
"Çmimet e larta, kontratat PPP dhe fatkeqësitë natyrore rrezikojnë perspektivën ekonomike",eco
"Rriten importet e qumështit, prodhimi vendas nuk garanton sasinë e kërkuar",eco
"Monedhat e huaja nuk dalin nga “gremina”/ Kursi i këmbimit, 19 tetor 2023",eco
"Banka Qendrore Evropiane gati për fazën tjetër të euros digjitale",eco
"Çmimet në Shqipëri po rriten, ndërsa në vendet e tjera të Europës po ulen",eco
"Braktisja e shkollës nga vajzat bëhet shqetësuese, 10% e tyre nuk ndjekin shkollimin",eco
"Studimet në Çikago, rekord në Harvard: kush është studiuesja e hendekut gjinor",eco
"“Ngrin” euro dhe dollari, paundi sërish në rënie/ Kursi i këmbimit, 18 tetor 2023",eco
"Hidhet në qarkullim seria e kartëmonedhave 1949",eco
"Euro “rrëzon” eksportet/ Bien me 9% gjatë periudhës janar-gusht të këtij viti",eco
"Thellohet drama e eksporteve/Bien dhe 12.8% në shtator, tekstilet e këpucët në vështirësi",eco
"Paundi britanik në minimumin historik/ Kursi i këmbimit, 17 tetor 2023",eco
"Inflacioni bazë zbret nën kufirin e 4% për herë të parë pas 19 muajsh",eco
"“Ngrijnë” monedhat e huaja/ Kursi i këmbimit, 16 Tetor 2023",eco
"‘Perla e Mesdheut”: Sa kushtoi fushata mediatike për promovimin turistik të Shqipërisë",eco
"Rriten çmimet e perimeve/ Eksperti bujqësor: U rrit inflacioni, kostot u shtuan",eco
"Turizmi dhe energjia i japin hov tregut të qirasë financiare",eco
"Monedhat e huaja nuk dalin nga kriza, ja me sa do të këmbehet euro dhe dollari sot",eco
"Bie paundi britanik, euro nuk njeh ngritje/ Kursi i këmbimit, 14 tetor 2023",eco
"Paralajmërohet rritja e çmimit të energjisë, 30 përqind më shumë se vitin e kaluar",eco
"Hekurudhat drejt kolapsit, ja çfarë po ndodh me udhëtarët në rrugët e hekurta",eco
"Mbrojtja e konsumatorëve nga ndryshimet ligjore te rritja e kontrollit/Ja strategjia e re",eco
"Nga mallrat e akcizës, karburantet dhe kafeja/Ja produktet që shënuan rritje të importeve",eco
"Rritja e pagave bazuar mbi punën e denjë, performancën dhe meritokracinë",eco
"Investimet në bujqësi, 11 milionë euro për ujitjen dhe kullimin",eco
"Shumë valutë në treg/ Euro në “vendnumëro”, këmbehet për 105 lekë",eco
"Nuk ka shtëpi me qira pa u regjistruar/ Rregulli i ri hyn në fuqi në 1 nëntor 2023",eco
"Shqipëria e para në Europë për rritjen e fluturimeve tregtare në muajt e verës",eco
"Prodhimet e vendit nuk mjaftojnë, fluturojnë çmimet e zarzavateve me 24% në shtator",eco
"Si do të ndikojë lufta Izrael-Hamas tek çmimet e naftës?",eco
"Qeveria tjetër rritje pagash për punonjësit e administratës, ja kategoritë që përfitojnë",eco
"Domosdoshmëria dhe përfitimet e aplikimeve të AI në menaxhimin e bizneseve",eco
"Pagat, qeveria do t’i rrisë deri në 16% për nëpunësit civilë (kategoria ekzekutive)",eco
"Euro bën “kthesë të lehtë”, por mbetet në nivelet më të ulëta historike",eco
"“Ekonomia globale duke çaluar”/ FMN: Rritja ekonomike 3.0% këtë vit, 2.9% në 2024",eco
"Krizat ushtarake aktuale dhe detyrat e ekonomisë shqiptare",eco
"Inflacioni bën kthesë/ Në shtator ndryshoi tendencë, nisi rritjen",eco
"Pagat e ulëta po rriten më shpejt, ngushtohet hendeku ndërmjet asaj minimale dhe mesatare",eco
"Çmimet u rritën, por shqiptarët shpenzuan më pak për ushqime, shkak emigracioni",eco
"Shqipëria në mesin e 10 vendeve të para në botë për emigracionin e trurit në 2022",eco
"Bankat, fitime rekord/Më shumë refuzime për bizneset. Individët rrisin kreditë për banesa",eco
"Kurba në rritje e çmimeve të produkteve bujqësore",eco
"Çmimi i naftës në botë, në nivelin më të ulët, po në Shqipëri?",eco
"Mungesa e fuqisë punëtore pritet të shtrenjtojë çmimet",eco
"Turizmi i zgjatur dobëson euron/ Prek nivelin më të ulët që prej muajit Gusht",eco
"Vrojtimi i BSH/ Familjet shqiptare marrin hua për të mbuluar nevojat për konsum",eco
"Monedha e huaj nuk lëviz/ Kursi i këmbimit, 8 tetor 2023",eco
"2023 i vështirë familjet shqiptare shtuan borxhet/Rritet huamarrja për të mbuluar nevojat",eco
"Pikiatë çmimi i naftës në botë/ Babëzia shqiptare nuk njeh kufi, gati 200 lekë/ litri",eco
"Skemë e re për pensionistët, ja si do të njihen vitet e punës në komunizëm",eco
"Emigracioni “hidhëron” biznesin e ëmbël",eco
"Euro në “greminë”, zbuloni me sa blihen dhe shiten sot monedhat e huaja (Tabela)",eco
"FMN: Ekonomia globale e dobët, por ende në rritje",eco
"Aeroporti i Vlorës/ OSSH nis procedurën e linjës 35kV për furnizimin me energji",eco
"Shqiptarët po kursejnë apo para droge? Paradoksi i shifrave, depozitat rriten konsumi bie",eco
"Vendet me pagat minimale më të larta dhe më të ulëta në botë! (LISTA)",eco
"Çmimet e banesave u rritën edhe me 11.6%, bien blerjet nga jorezidentët",eco
"Monedhat e huaja në rënie/ Kursi i këmbimit, 6 tetor 2023",eco
"Bizneset importojnë më lirë, por çmimet vetëm rriten,shifrat e tregtisë i nxjerrin “blof”",eco
"Vijon rënia te monedhat e huaja/ Kursi i këmbimit, 5 tetor 2023",eco
"“Nuk ndryshon norma bazë e interesit”/ Sejko: Ekonomia shqiptare ka vijuar të rritet",eco
"Euro sërish drejt “greminës”, prek nivelin më të ulët",eco
"Paundi në minimumin historik, edhe euro në krizë/ Kursi i këmbimit, 4 tetor 2023",eco
"Pse tregu pasuron njerëz të padobishëm ose të dëmshëm?",eco
"Taksat më të çmendura në histori",eco
"Shqiptarët me paga të ulëta por orë të zgjatura pune",eco
"Tregu i pasurive të paluajtshme shënon rekord të ri, shitjet arrijnë në 630 milionë euro",eco
"Çmimet e larta të ushqimeve frenojnë konsumin/ Qytetarët: S’na dalin të blejmë bukë",eco
"Euro dhe paundi britanik në “krizë”/ Kursi i këmbimit, 3 tetor 2023",eco
"Ngadalësohet besimi në ekonomi/ Ndikon negativisht ndërtimi, industria më optimiste",eco
"Transfertat kombëtare në Euro, në rritje të fortë për këtë vit",eco
"Shqipëria, epiqendra botërore e tregut të sigurimeve në vitin 2025",eco
"Shqipëria në vendnumëro kundër informalitetit në punësim",eco
"Çmimet e larta të ushqimeve ulin importet e veshjeve, rritet tregu i “Gabit” (Shifrat)",eco
"“Ngrijnë” monedhat e huaja/ Kursi i këmbimit, 2 tetor 2023",eco
"Rritja e çmimeve të pronave/ Ekspertja zbulon tre zonat më të kërkuara në vend",eco
"Nisma e qeverisë italiane për të zbutur inflacionin, markete e farmaci ulje çmimesh",eco
"Koncesionet po rezultojnë “pa lavdi”, por fundi nuk po u duket",eco
"Paundi britanik dhe euro në krizë, në rënie dhe monedhat e tjera",eco
"40 mijë banesa bosh në Tiranë, taksa nuk i “vret” pronarët",eco
"Taksa e pronës bëhet më e shtrenjtë, shifra që do të paguajnë qytetarët për banesat",eco
"Renditja/ Tirana ndër më të shtrenjtat në botë për të blerë një apartament",eco
"Nafta, rritja e xhiros nga çmimet e larta, një “telash” për tregun",eco
"Energjia, kriza rriti prodhuesit privatë dhe tregtuesit",eco
"Euro në rritje apo në zbritje? Ja raporti i Bankës së Shqipërisë",eco
"Stepje e përkohshme e ndërtimit nga çmimet e larta, por jo e pasurive të paluajtshme",eco
"‘Shqipëria, xhevahiri ballkanik’, ‘Financial Times’  artikull për vendin tonë",eco
"Rritja e qirave, portugezët të dëshpëruar: Kemi frikë se do të mbetemi në rrugë",eco
"Tregu “bujar” me të paarsimuarit! Ka rënien të papunësisë dhe rritjen të pagave",eco
"INSTAT: Konsumi i popullatës rritje me 4%, turizmi nxitësi kryesor",eco
"Inflacioni bie ndjeshëm në Evropë, por priten çmime më të larta për naftën",eco
"Nga e hëna nis shtesa e pensionit/ Mbi 700 mijë përfitues për të gjitha kategoritë",eco
"“Rënia e Euros vazhdon”/ Eksperti zbulon një nga arsyet kryesore: Sezoni është zgjatur…",eco
"Ushqimi, karburanti, veshmbathjet/Sa nevojitet për një jetë dinjitoze dhe larg varfërisë?",eco
"Fermerët shqiptarë dëmtohen nga misri serb i importit!/ Çmimi nën kosto",eco
"Kredia për ekonominë iu rikthye rritjes në muajin gusht",eco
"Vjen lajmi i mirë për pensionistët/ Miratohet vendimi, rriten pensionet",eco
"“Fryhet” arka e shtetit/ 460 milionë euro më shumë në 8 muaj",eco
"Çmimet e karburanteve në rajon, Shqipëria më e shtrenjta, në këto shtete shiten më lirë",eco
"A do ketë një BRETTON WOODS TË RI?!",eco
"Turizmi solli 4 miliardë euro/ Vazhdon fluksi, këtë vit 20 përqind më shumë se në 2019",eco
"A do të ketë rritje ekonomike? Parashikimi i BERZH për ekonominë shqiptare",eco
"Kategoritë që përjashtohen/ Si do të llogaritet taksimi për pronat e dhuruara",eco
"Rekordi i turizmit, 7.2 milionë të huaj vizituan Shqipërinë në janar-gusht 2023",eco
"Si të mbledhim triliona dollarë për të luftuar krizën klimatike?",eco
"Rritet sërish çmimi i naftës, ja sa shitet për fuçi në tregun global",eco
"Shqipëria me numrin më të lartë të familjeve që s’ngrohin dot banesat",eco
"Inflacioni, konsumatorët shtrëngojnë rripin, prioritete në blerje",eco
"Monedhat e huaja nuk dalin nga kriza/ Kursi i këmbimit, 24 shtator 2023",eco
"Leku vijon të forcohet edhe në shtator",eco
"Instituti kanadez: Shqipëria e para në rajon dhe e 31-ta në botë për lirinë ekonomike",eco
"Pagat 900 euro në shtet, zbardhet kalendari i rritjes së rrogave në sektorin publik",eco
"Gonxhja: Asnjë fond publik në konflikt interesi nga aktivitetet e familjes sime",eco
"Bien lehtë monedhat e huaja/ Kursi i këmbimit, 23 shtator 2023",eco
"Konsumi për bukën dhe ëmbëlsirat ulet deri 20% nga reduktimi i turistëve",eco
"Monedhat e huaja sërish në rënie/ Kursi i këmbimit, 22 Shtator 2023",eco
"Euro zbret pranë kufirit të 106 lekëve, prek nivelin më të ulët në një muaj ndaj Lekut",eco
"Zbardhet udhëzimi/ Nga 1 janari 2024 tatim progresiv 15 deri 23% për të vetëpunësuarit",eco
"Paundi britanik në minimumin historik/ Kursi i këmbimit, 21 shtator 2023",eco
"“Qyteti Studenti” më i përballueshëm për të rinjtë, 22 rezidenca me çmime më të lira",eco
"SHIFRAT/ Matjet e Eurostat tregojnë rritje më të madhe të çmimeve se raportimet e INSTAT",eco
"Koha po mbaron, Shqipëria nuk do të ketë 5G as në 2023",eco
"STATISTIKAT/ Ja sa vite jetë i duhen një shqiptari për të fituar 1 mln euro",eco
"Pas dy vitesh me rritje të shpejtë, kredia për ndërtimin është në rënie këtë vit",eco
"Gjenitë e mëdhenj të biznesit – Rruga drejt suksesit (2)",eco
"Monedhat e huaja sërish në rënie/ Kursi i këmbimit, 20 Shtator 2023",eco
"Tregu valutor, forcohet euro bie dollari",eco
"Publikohet kalendari i rritjes së pagave për administratën, ja datat dhe kush përfiton",eco
"A do sjellë pasoja censi? Ministrja Ibrahimi: Ja çfarë do ndodhë…",eco
"Monedhat e huaja nuk dalin nga gremina/ Kursi i këmbimit, 19 shtator 2023",eco
"Modernizimi i teknologjisë rrit koston e Censit, rreth 2 mln euro më shtrenjtë",eco
"Çeku i bebeve/Qeveria kërkon ndryshimin e ligjit: Asnjë lek për fëmijët që lindin jashtë",eco
"Paratë e pensionistëve në “rrezik”, ja problemi i ri që po alarmon moshën e tretë",eco
"Lajm i keq! Shtrenjtimi i qirave do të vazhdojë, në Tiranë u rritën me 20% (Shkaqet)",eco
"Pagat 900 euro për sektorin publik, gjysma e rritjes në dhjetor, tjetra në fund të 2024",eco
"Pse nuk ulen çmimet e karburantit?/ Ekspertja e ekonomisë shpjegon aryset",eco
"Rritja e çmimeve nga monopolët/ Preçi: Ka pasur keqmenaxhim të situatës",eco
"“Në Shqipëri 85% e pronave janë të regjistruara..”/Prapaskenat e “bllokimit” të kadastrës",eco
"Hapen aplikimet për kredi të lehtësuara për blerje banese, ja kush përfitojnë",eco
"Luhatet monedha e huaj/ / Kursi i këmbimit, 17 shtator 2023",eco
"Ndërtuesit: Apartamentet do rriten me 150-300 euro, kontratat do rishikohen për blerësit",eco
"Nuk ka fund batërdia ndaj qytetarëve, rritet sërish çmimi i karburanteve në vend",eco
"Paundi dhe Euro në minimumin historik/ Kursi i këmbimit për ditën e sotme",eco
"Tregtia me pakicë përshpejton rritjen, ngjitet me 5.8%, ndikoi turizmi",eco
"Nafta “çmendet” sërish/ Çmimi kërcen në 205 lekë për litër",eco
"Luhaten monedhat e huaja/ Kursi i këmbimit, 15 shtator 2023",eco
"Monedhat e huaja ende në rënie/ Kursi i këmbimit, 14 shtator 2023",eco
"Shoqata e Ndërtuesve paralajmëron shtrenjtim të apartamenteve",eco
"Çmimet e reja të referencës/ Eksperti: Taksat do çojnë deri në 35% rritjen e banesave",eco
"Pensionet private në rritje të qëndrueshme, por të ngadaltë",eco
"Bizneset në krizë për punonjës/ Papunësia tek të rinjtë, rritje me 8% në 3-mujorin e dytë",eco
"Monedhat e huaja nuk dalin nga “gremina”/ Kursi i këmbimit, 13 shtator 2023",eco
"Emigrantët sollën në shtëpi një rekord prej 444 milionë euro në 6-mujorin e parë",eco
"Gjenitë e mëdhenj të biznesit/ Rruga drejt suksesit",eco
"Turistët rritën të ardhurat/ Për 6 muaj shpenzuan 1.55 miliard euro",eco
"A ia vlen të investosh në Shqipëri?",eco
"Monedhat e huaja vijojnë rënien/ Kursi i këmbimit, 12 Shtator 2023",eco
"Investimet e huaja prekin rekord të ri historik, kryesojnë përsëri pasuritë e paluajtshme",eco
"“Rënia e euros”/ Eksperti i ekonomisë: Berisha po bën luftë për interesa personale",eco
"Euro në pikiatë/ E nis javën me rënie, zbret në 106 lekë",eco
"Rritja ekonomike në BE, më e ngadalshme sesa pritej",eco
"Shtohet me 10% konsumi në restorante nga turistët, rritja më e lartë në Durrës",eco
"Thellohet rënia e monedhave të huaja/ Kursi i këmbimit, 10 shtator 2023",eco
"Zhvlerësimi i euros / Bie paraja në qarkullim, por rritet ajo jashtë sistemit bankar",eco
"Ushqimet mbeten të shtrenjta, rriten restorantet! Inflacioni zbret në nivelin më të ulët",eco
"Euro dhe Dollari dalin nga “gremina”, me sa blihen dhe shiten monedhat e tjera",eco
"Ekspertët zbulojnë faktorët ndikues që shënuan rënien e papritur të inflacionit",eco
"“Ushqimet mbeten të shtrenjta”/Të dhënat e INSTAT: Inflacioni zbret në nivelin më të ulët",eco
"Ekonomia e Europës po lëkundet / Euro vazhdon rënien në tregjet botërore dhe në Shqipëri",eco
"Kopshtet private rrisin tarifat deri në 42%, ja sa variojnë çmimet",eco
"Paundi britanik në minimumin historik, çfarë po ndodh me euron dhe dollarin sot?",eco
"Euro dhe dollari nën presion: pse po vuan monedha e përbashkët?",eco
"Zgjerohet fasha e përfituesve të kompensimit për pagën minimale, sektorët që shtohen",eco
"Tregjet e huaja, sa të rrezikuar jemi? BSH: Ndikim, zhvillimet gjeopolitike",eco
"Banka e Shqipërisë miraton ndryshime në rregulloren për licencimin e SHKK-ve",eco
"Rriten çmimet e mallrave të importit",eco
"Rriten lehtë monedhat e huaja / Kursi i këmbimit 7 shtator 2023",eco
"Tërmet në tregun valutor/ Euro bie sërish, me sa këmbehet monedha evropiane",eco
"Bujqësia, fondet nga skemat kombëtare në vendnumëro vitin që vjen",eco
"Leku forcohet ndaj euros, dollari fiton terren",eco
"Monedhat e huaja nuk dalin nga gremina, sërish në minimumin historik",eco
"“Fluturojnë” çmimet e qirave për studentët, nisin nga 300 euro në muaj",eco
"Mosha e tretë rrezikon varfëri ekstreme, 48% e pensionistëve marrin pagesa të pjesshme",eco
"Luhaten monedhat e huaja/ Kursi i këmbimit, 5 shtator 2023",eco
"Mungesa e burimeve njerëzore, po kthehet në rrezik kryesor edhe për administratën publike",eco
"Forcohet dollari ndaj lekut, euroja humb sërish terren",eco
"Fasonët njoftojnë shkurtime, 34.8 mln euro humbje nga rënia e euros",eco
"Rezerva valutore arriti rekord të ri historik në muajin korrik",eco
"Monedhat e huaja nuk dalin nga “gremina”/ Kursi i këmbimit, 4 Shtator 2023",eco
"Krifca me fermerët: Mbështetje për rinovimin e teknologjisë dhe mekanikës bujqësore",eco
"Bien sërish monedhat e huaja/ Kursi i këmbimit, 3 Shtator 2023",eco
"Banka e Shqipërisë: Situata e kredive me probleme, më e mirë se projeksionet",eco
"Zhvlerësimi i euros/ Eksportuesit paralajmërojnë qeverinë: Do të nisim protestat nëse…",eco
"A mund ta sfidojë një monedhë e përbashkët e BRICS-it dollarin amerikan?",eco
"Këmbimi valutor për ditën e sotme/ Me sa blihen e shiten dollari dhe euro",eco
"Kursi i këmbimit: Çfarë pritet të ndodhë me euron në shtator",eco
"Sa humbën eksportuesit nga Euro? Studimi: Diferenca të mëdha nga muaji në muaj",eco
"Shtrenjtohen karburantet, nafta dhe benzina i afrohen nivelit të 200 lekëve për litër",eco
"“Rënia e euros duhet të sillte uljen e çmimeve”/ Eksperti zbulon çfarë pritet të ndodhë",eco
"Krifca: Lëshimi certifikatave fitosanitare, lehtësi për eksportuesit e bujqësisë",eco
"Konsumatorët preferojnë produktin vendas, ulet me 8 herë importi i vajit të ullirit",eco
"Euro e mbyll gushtin në rënie, valuta i afrohet nivelit të 108 lekëve, bie edhe dollari",eco
"Banesat sociale/ Hyn në fuqi ligji që trajton administratën publike me kredi lehtësuese",eco
"Forcimi i Lekut dhe bllokimi i Kadastrës, kreditimi i ekonomisë pësoi rënie në korrik",eco
"Nafta rritet për herë të katërt, i afrohet sërish nivelit të 200 lekëve",eco
"“Kapërcejnë” shifrat, rriten çmimet e sipërfaqeve të lejeve të ndërtimit në kryeqytet",eco
"Euro nuk “ngre kokë”, monedha evropiane humb sërish pikë",eco
"BRICS/Brazili, Rusia, India, Kina dhe Afrika e Jugut kërkojnë më shumë përfaqësim në botë",eco
"Turistët shtojnë blerjet e apartamenteve, kërkesat janë rritur çmimet janë shtrenjtuar",eco
"110 lekë, ekuilibri i ri? Agjentët: Kursi i vjetshëm i këmbimit të euros nuk vjen më",eco
"Monedhat e huaja në rënie/ Kursi i këmbimit, 27 Gusht 2023",eco
"Luhaten monedhat e huaja/ Kursi i këmbimit, 26 Gusht 2023",eco
"Këmbimi valutor për ditën e sotme, zbuloni me sa shiten e blihen monedhat e huaja",eco
"Euro rritet 2 pikë brenda ditës, prek nivelin më të larte gjatë verës",eco
